SHA,Message,Author,Username,Date
6378ec5d69363bc66af23a07e43f2af84e7fafe5,"feat(dashboard): Enables pivot table download option at dashboard level (#29123)

Co-authored-by: adimyth <aditya@fnp.dev>",Aditya Mishra,adimyth,2024-06-20T17:28:10Z
03143bf9ad716ea44b358c091931b5de7d498b0c,chore(applitools): making tests more static for consistent testing (#28201),Evan Rusackas,rusackas,2024-06-20T16:41:59Z
a5355d86fc402b589335fe01b453e312c9b980e0,feat: Dashboard tabs api endpoint (#27962),Jack,fisjac,2024-06-20T16:40:54Z
70f6f5f3efc20d3ac7f573dad69eeacc2a125317,fix(ui): Disable ability to export data when user does not have the correct permission (#28429),Ed Jannoo,edjannoo,2024-06-20T15:26:51Z
313ee596f5435894f857d72be7269d5070c8c964,fix(Dashboard): Color inconsistency on refreshes and conflicts (#27439),Geido,geido,2024-06-20T13:30:11Z
1770f8b783863b205a45e4105a830a5b93f9af13,fix(key-value): use flush instead of commit (#29286),Ville Brofeldt,villebro,2024-06-20T13:19:41Z
03969d5f909d596188a719b52d1e2d826a0beda4,chore(distributed-lock): refactor tests (#29302),Ville Brofeldt,villebro,2024-06-20T12:58:25Z
172ddb47d54749db781ea6443bd29a2d650efb99,fix(metastore-cache): prune before add (#29301),Ville Brofeldt,villebro,2024-06-20T11:59:32Z
99fc04b9a6e93fc1234bcc1d77251b5512ab0fad,"build(deps-dev): bump ws from 7.5.7 to 7.5.10 in /superset-embedded-sdk (#29308)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-19T17:21:58Z
36b1535199222456d87b9317ac3654fcdad5f6f5,"chore(e2e): using updated repo secret, new Cypress project id (#29296)",Evan Rusackas,rusackas,2024-06-19T14:40:47Z
188b5f47814c89fc0aafd9927fa0801e999ed5ff,docs: add Agoda to users list (#29300),BoMBaY,oBoMBaYo,2024-06-19T09:24:07Z
9f70697046599dadac75713fea0f1e586512c6bb,chore: use json codec for key value lock (#29285),Ville Brofeldt,villebro,2024-06-18T22:33:47Z
796726376a6d2c221f9438bf1eb5473c0b9c797b,chore: make flask-talisman work with test config (#29277),Maxime Beauchemin,mistercrunch,2024-06-18T21:46:40Z
4537ab6b1a9d786451d52757c3cbae03b72bd5f3,fix(sqllab): excessive API calls for schemas (#29279),JUST.in DO IT,justinpark,2024-06-18T21:02:40Z
725afc3848dd6e109adcaca9ac85ce833fcf080e,fix(sqllab): invalid empty state on switch tab (#29278),JUST.in DO IT,justinpark,2024-06-18T18:45:09Z
527f1d20ad25ed98216feb8c768be7b7ee8a5c8e,fix: filters not updating with force update when caching is enabled (#29291),ka-weihe,ka-weihe,2024-06-18T16:56:56Z
ab7f8ad1bfb3f65498688e916cf56734f2bda5b5,docs: remove comment header in README.md (#29273),Maxime Beauchemin,mistercrunch,2024-06-18T16:16:14Z
c7b8ae9013dcbffb3bb0dda4dc1d57cc9c18048c,"build(deps): bump ws from 7.5.9 to 7.5.10 in /docs (#29275)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-17T22:20:34Z
358e83a8499ace5a9effb7951740eb7552fe8c50,"build(deps): bump ws from 8.17.0 to 8.17.1 in /superset-websocket (#29276)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-17T22:20:09Z
d49d79121cce113910ca0132fc6b1ad26fa809c8,chore: trigger CI jobs on all release-related branches (#29274),Maxime Beauchemin,mistercrunch,2024-06-17T20:42:58Z
ae7c40920e8a8809939cbaea2339983afe0a7c6b,chore: translate strings to French (#29247),Elizabeth Thompson,eschutho,2024-06-17T20:01:04Z
914ebd9ba39bfcbf8d4a2b91d18eda5d3c7d2c86,fix(permalink): adding anchor to dashboard permalink generation (#28744),Jack,fisjac,2024-06-17T15:52:31Z
08e44c085014ca258fe0c22886067dc716a910c6,"feat: Improves the Drill By feature (#29242)

Co-authored-by: JUST.in DO IT <justin.park@airbnb.com>",Michael S. Molina,michael-s-molina,2024-06-17T12:25:20Z
ddc9f06786a71dd16d89c0e74c9608b5432b2de9,refactor(sqllab): nonblocking delete query editor (#29233),JUST.in DO IT,justinpark,2024-06-14T19:25:55Z
7ddea62331617dad1b8ade1abe7dd8c11a1ba20d,"feat(table): Table with Time Comparison (#28057)

Co-authored-by: Lily Kuang <lily@preset.io>
Co-authored-by: lilykuang <jialikuang@gmail.com>
Co-authored-by: Kamil Gabryjelski <kamil.gabryjelski@gmail.com>",Antonio Rivero,Antonio-RiveroMartnez,2024-06-14T18:21:43Z
37753cbdc25a9517a0ae442e9252aec8830bb115,fix: Catalog with restricted permissions produces an error during database connection (#29257),Geido,geido,2024-06-14T17:48:47Z
16c449748a4b1a0811285ef5c8765cc8b447907b,fix: Custom SQL filter control (#29260),Michael S. Molina,michael-s-molina,2024-06-14T17:26:58Z
2418efe85c2fbdd33365b9776fe416a87bf7b4b4,"test(Explorer): Fix minor errors in ExploreViewContainer syntax, add tests (#29249)",Ross Mabbett,rtexelm,2024-06-14T16:40:05Z
b50e3af07c7204eb73d5837a64dbf03ee6a5c7f0,fix(sqllab): Do not strip comments when executing SQL statements (#29248),John Bodley,john-bodley,2024-06-14T16:38:36Z
05829cbda983dde69d4cf1cbd0517cff0ec8d104,chore(sqllab): Add logging for actions (#28876),JUST.in DO IT,justinpark,2024-06-14T16:35:17Z
66bd0ce3d01c29039b2ff7935a20bea06f20c08a,test(storybook): fix component stories (#29245),Mehmet Salih Yavuz,msyavuz,2024-06-14T14:33:08Z
3dadefcfb0f0f2da159bec549ca1ed87263a31b6,feat: Support a dynamic minimum interval for alerts and reports (#29241),Vitor Avila,Vitor-Avila,2024-06-13T22:12:45Z
0dc9215c899076b89766ea120caca3419704c708,fix(Explore): Keep necessary form data to allow query mode switching (#29234),Ross Mabbett,rtexelm,2024-06-13T17:30:49Z
daf37cbe585515afe725d266ee6ac292b2a00c44,chore: Remove the need for explicit bubble up of certain exceptions (#29235),John Bodley,john-bodley,2024-06-13T16:36:59Z
f185bbed3c4f8dacda956aa3fdb1196707472f3a,chore: Set isolation level to READ COMMITTED for testing et al.  (#28628),John Bodley,john-bodley,2024-06-13T16:36:25Z
53798c79041a5b5961a87ad1da0af5032d750fa8,feat(trino): Add functionality to upload data (#29164),John Bodley,john-bodley,2024-06-13T15:55:09Z
6b016da185dc659ffc0927a312ab13a485853e2f,fix: Workaround for Pandas.DataFrame.to_csv bug (#28755),John Bodley,john-bodley,2024-06-13T15:54:54Z
31afb62e957d3a411334b237ae75226630fd1c4e,refactor(sqllab): nonblocking switch query editor (#29108),JUST.in DO IT,justinpark,2024-06-12T22:07:34Z
a88979631e6abe4de1b00e9c05ad1e411db1c2a7,fix(sqllab): run previous state query (#29230),JUST.in DO IT,justinpark,2024-06-12T22:04:19Z
f2d5bbc6718adc7b3550f270fae8fecb0ac0f429,"build(deps-dev): bump braces from 3.0.2 to 3.0.3 in /superset-embedded-sdk (#29232)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-12T20:25:47Z
4bb2e2f8aff8d0168f1f4788dcd3b8481274ab8f,chore: enable ruff lint rule TRY201 and B904 to improve `raise` stack traces (#29166),Maxime Beauchemin,mistercrunch,2024-06-12T20:04:42Z
5167d20f2771e72e51bc4fd9dcb89988f32916cc,fix: Improving handling for tag relationship when deleting assets v2 (#29229),Vitor Avila,Vitor-Avila,2024-06-12T16:39:34Z
a067ffb92d7f3d80bbcf8213d15a8c269c5f263b,feat(echarts-pie): add string template support for labels (#28774),Hex Café,hexcafe,2024-06-12T16:18:45Z
cc492ffed4a2c3a1fdb12721e88eaca542227c62,chore(intros): Update INTHEWILD.md (#29226),RIS3cz,RIS3cz,2024-06-12T15:48:50Z
dfda0877c0f755430c3d58d5de96472a4bbce7d9,"build(deps-dev): bump braces from 3.0.2 to 3.0.3 in /superset-websocket (#29167)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-11T21:28:46Z
a7294be94feb547c0cdff6960a9876dec595b39f,"chore(deps): bump distributions from 1.1.0 to 2.2.0 in /superset-frontend (#28836)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-11T21:28:20Z
8699571654965a7975a44e6ddf8e7a9c9e69bacc,fix(maps): Load indian map borders correctly (Restores #24927 fixes) (#29170),Pushpender Saini,PushpenderSaini0,2024-06-11T21:06:50Z
adbbe8f4539d0178a5711eb86d1c2496d662fe46,"build(deps): bump braces from 3.0.2 to 3.0.3 in /superset-frontend/cypress-base (#29168)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-11T20:05:44Z
2ea859e4e5c6ed5dfc16f8ee3986adfd2505a1a8,"build(deps): bump braces from 3.0.2 to 3.0.3 in /docs (#29169)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-11T15:44:42Z
684e10d718f1d0dd4099624f7c0b7fbbd56940aa,"build(deps): update urijs requirement from ^1.19.8 to ^1.19.11 in /superset-frontend/plugins/legacy-preset-chart-deckgl (#28295)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>
Co-authored-by: GitHub-Actions[bot] <github-actions[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-11T02:49:18Z
dd67772ad90846fdadd87f1d63df1589fa614934,fix: Improving handling for tag relationship when deleting assets (#29117),Vitor Avila,Vitor-Avila,2024-06-10T23:14:26Z
024cfd86e408ec5f7ddf49a9e90908e2fb2e6b70,feat(formatters): Add custom d3-time-format locale (#24263),Matheus Batista,matheusbsilva,2024-06-10T18:24:33Z
8e15d4807f20ddda599d64730dc5bda61c897d14,chore: `s/MockFixture/MockerFixture/g` (#29160),Beto Dealmeida,betodealmeida,2024-06-10T16:35:07Z
bfae2c8348e3ca3a1c0070392d802f539477c556,docs: Add Analytics Aura to INTHEWILD (#29142),Vishal,visharavana,2024-06-10T16:29:16Z
68fd1895865a7c7fefe368db05f6fb22c8f1c048,fix(mixed-timeseries-plugin): Second query stacks stacked on top of first query series (#29119),Kamil Gabryjelski,kgabryje,2024-06-10T10:22:35Z
5660f8e5542b78e098c42306633c182d9a631d63,feat: OAuth2 client initial work (#29109),Beto Dealmeida,betodealmeida,2024-06-10T02:11:18Z
fc9bc175e6fcadadbc01f0af3ee54d0fb245bb5b,fix: CI failture due to Default React import (#29110),JUST.in DO IT,justinpark,2024-06-06T23:14:33Z
066f6b1f8a0eeb10160439da29c1853c3dbe1a8b,"feat: add Current time-range options for time filter (#28637)

Co-authored-by: Evan Rusackas <evan@preset.io>",Pranav Sadagopan,pranav1699,2024-06-06T20:07:09Z
f2e020e39837382a339c5f008abec53f584761df,"fix(helm): Set priorityClassName to pods (superset, celeryBeat, celeryBeatFlower, celeryBeatWorker, celeryBeatWebsocket, jobs) (#29091)",Sabyrzhan Tynybayev,sabyrzhan,2024-06-06T18:55:55Z
9cdf6b88ad58cb2c88f50a7780e403834761707c,docs: Add Gavagai to INTHEWILD (#29104),Nina Viereckel,ninaviereckel,2024-06-06T18:24:04Z
961cb961e97136d43f8f21638477c0116d6b95ba,refactor: Removes the export of QueryFormData (#28786),Enzo Martellucci,EnxDev,2024-06-06T15:50:52Z
5c9a79442c035ee5d6907883e5d6a0865a0a540e,fix(embedded): add missing GUEST_TOKEN_HEADER_NAME to bootstrap data (#28932),Hex Café,hexcafe,2024-06-06T01:58:38Z
8f02eb0a34a3471b5fed266934a24bfd2280d543,fix: Cypress CI process while opening PR from a fork (#29098),Maxime Beauchemin,mistercrunch,2024-06-06T00:59:11Z
bb9f326f9b90b72ac92b3e7542d5955ac6755b05,chore: change security error level (#28641),Elizabeth Thompson,eschutho,2024-06-05T22:43:22Z
eef7828681aa7ef912c5bfef13dd26cdc3192396,fix(i18n): improved Russian translation (#28572),Daniel,goldjee,2024-06-05T20:46:26Z
de3a1d87b31c1e4d2b2afa8d59499e0cee3c5be9,"docs: various adjustments across the docs (#29093)

Co-authored-by: Evan Rusackas <evan@preset.io>
Co-authored-by: John Bodley <4567245+john-bodley@users.noreply.github.com>",Michael Holthausen,mholthausen,2024-06-05T18:53:08Z
b5d9ac069085c4e411e14416dbecd97c7195c52f,chore: only use cypress.io when triggered manually (#29077),Maxime Beauchemin,mistercrunch,2024-06-05T18:10:40Z
17d7e7e5e192d003f9655e1ad7498f0f1966f659,fix: Remove BASE_AXIS from pre-query (#29084),John Bodley,john-bodley,2024-06-05T17:27:26Z
df0b1cb8ed6720f77793036d7fb68548670b3bec,feat: Adds Histogram chart migration logic (#28780),Michael S. Molina,michael-s-molina,2024-06-05T16:33:50Z
dabb4e064fbff771d54e9fd3174e632dfa02d51b,fix(explore): Drill to detail truncates int64 IDs (#29081),JUST.in DO IT,justinpark,2024-06-05T16:03:06Z
d303852609b10f5564f970696c9254ab4f19288a,feat(helm): allow removal of Node & Worker replicas for custom HPA solutions (#28762),Hans Lemm,hanslemm,2024-06-05T14:47:48Z
a9cebe81ea8cd1ae56df05d5807baa8f05398cc5,fix: CI errors as the result of removing React imports (#29089),Michael S. Molina,michael-s-molina,2024-06-05T12:09:49Z
0ca42a8e4d096ce7306d532906e4862b89610575,"chore: remove React 16.4's obsolete React imports (#28571)

Signed-off-by: hainenber <dotronghai96@gmail.com>",Đỗ Trọng Hải,hainenber,2024-06-05T11:13:24Z
8a8ce16a1f1c4d9626ba23e6274bcf1d5a854f34,refactor(sqllab): nonblocking new query editor (#28795),JUST.in DO IT,justinpark,2024-06-05T01:56:50Z
1a52c6a3b84e1e5cde5d57ea4166816a9bcc51d6,"fix(embedded-sdk): add accessible title to iframe (#27017)

Co-authored-by: Maxime Beauchemin <maximebeauchemin@gmail.com>",bhaugeea,bhaugeea,2024-06-04T22:51:14Z
725375541d319a0c95813d4600be276663b0e66b,fix: use channel id with new slack api for file uploads (#28797),Elizabeth Thompson,eschutho,2024-06-04T22:18:29Z
95706d9be2b5414ed496ad762ba1996041429e01,feat: Adds the Featured Charts dashboard (#28789),Michael S. Molina,michael-s-molina,2024-06-04T19:59:10Z
896fe854dc3865214325cfceea94824ff41a1b6c,feat: Adds the ECharts Histogram chart (#28652),Michael S. Molina,michael-s-molina,2024-06-04T12:35:18Z
bc9eab9902a11543e138005ff1d0ac36e63265ef,fix: Update downgrade path for migration to remove sl_tables (#28838),Joe Li,sadpandajoe,2024-06-03T19:39:19Z
8b6496715fcfdb6b09db3887b478b0f79f7c6236,"chore(deps-dev): update @types/lodash requirement from ^4.17.0 to ^4.17.4 in /superset-frontend/plugins/plugin-chart-handlebars (#28822)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>
Co-authored-by: GitHub-Actions[bot] <github-actions[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-03T16:23:07Z
e6c5435f72085f13fe2e62e01a295ef95e052b63,"chore(deps): bump core-js from 3.8.3 to 3.37.1 in /superset-frontend (#28814)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-03T16:09:58Z
22c5d510a0a6fcd1eeeffadc7f607506f24fe3fa,"chore(deps): bump @types/lodash from 4.17.0 to 4.17.4 in /superset-websocket (#28812)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-03T16:09:17Z
4640a6e3821968ccf2e93f2b87e739dde87fb0b7,"chore(deps): bump react-intersection-observer from 9.8.2 to 9.10.2 in /superset-frontend (#28811)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-03T16:09:02Z
9b5a27f19588cb8c72c6c3543dda1c266e46a4fa,"chore(deps): bump @types/json-bigint from 1.0.1 to 1.0.4 in /superset-frontend (#28808)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-03T16:08:42Z
f0066a859a90504b1662accabe14af109f8cdc4d,"chore(deps-dev): bump @docusaurus/tsconfig from 3.3.2 to 3.4.0 in /docs (#28801)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-03T16:07:48Z
aa766c0664df2e0eac87eb262cc8e64513496f56,"chore(deps): bump @ant-design/icons from 5.3.6 to 5.3.7 in /docs (#28799)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-03T15:56:57Z
25ace49ec19ec063f30e00fa875f9efef12d1992,"chore(deps-dev): bump @types/react from 18.3.1 to 18.3.3 in /docs (#28802)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-03T15:56:28Z
84b893a7bd80dc512ccef8756df7481d60fa004c,"chore(deps): bump swagger-ui-react from 5.17.5 to 5.17.14 in /docs (#28805)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-03T15:56:15Z
a6a232fa47da17e862db97c177b2ecf9f3bb5618,"chore(deps-dev): bump @docusaurus/module-type-aliases from 3.2.1 to 3.4.0 in /docs (#28806)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-03T15:55:55Z
940f79e7c02369bab778bfcedf570b4c355a4b24,"chore(deps-dev): bump @types/node from 20.12.7 to 20.13.0 in /superset-websocket (#28809)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-03T15:55:41Z
fdad607de46c149118971dee487570d8ea9aa75b,"chore(deps-dev): bump @hot-loader/react-dom from 16.13.0 to 16.14.0 in /superset-frontend (#28817)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-03T15:54:40Z
4fd917095871032d63751800da6b94d8cf71d62a,"chore(deps-dev): bump exports-loader from 0.7.0 to 5.0.0 in /superset-frontend (#28827)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-03T03:11:18Z
c6f4d507e9bd4a5f1d03593cc2e6537e77f2582e,"chore(deps-dev): bump imports-loader from 3.1.1 to 5.0.0 in /superset-frontend (#28826)

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],dependabot[bot],2024-06-03T03:10:25Z
