SHA,Message,Author,Username,Date
97dd5f9a7fabedb4ca3c8b6ee9193c225555488f,docs: update README for Scientific Computing with Python Certification (#55204),ganesh,ganesh-159th,2024-06-19T16:06:19Z
517a351a28c8b23a6b8ab5bca8dec7e5e0cc1741,"feat(api): send errors to Sentry (#55208)

Co-authored-by: Shaun Hamilton <shauhami020@gmail.com>",Oliver Eyton-Williams,ojeytonwilliams,2024-06-19T12:06:41Z
12280fa02c5d17cc6a4d1cf43b8d54a34fd8255e,feat: enable TOP for mobile app (#55200),Niraj Nandish,Nirajn2311,2024-06-19T06:51:52Z
32fbef544c592e007dc578e3302c1e7af50afba6,fix(curriculum): add missing dispatchEvent (#55216),Krzysztof G,gikf,2024-06-19T06:06:53Z
c8c0618e1e565075cbd31029e48441976e9595d1,chore: remove audioPath (#55213),Tom,moT01,2024-06-18T21:14:52Z
3232087c1febad7d44c92ef595764cff39928fd0,fix(curriculum): Typo in step 52 of Building a Cipher (#55220),Anurag Mishra,17AnuragMishra,2024-06-18T14:54:03Z
6c7eb3df7ed73d4997f6b2bbd2104996291a3480,fix: padding on dialogue challenge link (#55214),Tom,moT01,2024-06-18T13:35:37Z
c20bd91bccc37cf30e2e50e22d47c356e00d6328,"feat(curriculum): set parts 7, 8, and 9 of the English Curriculum live (#55215)",DanielRosa74,DanielRosa74,2024-06-18T07:19:53Z
765b1406b1101549308340872dabe91321937fcb,"feat(curriculum): add animations to block 7.3 of the English Curriculum (#55159)

Co-authored-by: DanielRosa74 <58576743+DanielRosa74@users.noreply.github.com>",miyaliu666,miyaliu666,2024-06-17T23:41:46Z
8de63bd742e6b92b3b96bc79ee07c81ba0aebf4c,"feat(curriculum): add animations to block 8.1 of the English Curriculum (#55179)

Co-authored-by: DanielRosa74 <58576743+DanielRosa74@users.noreply.github.com>",miyaliu666,miyaliu666,2024-06-17T23:40:19Z
6a822464fd9af913fdabb8c794e8a40496e46eb0,"feat(curriculum): add animations to block 7.2 of the English Curriculum (#55128)

Co-authored-by: DanielRosa74 <58576743+DanielRosa74@users.noreply.github.com>",miyaliu666,miyaliu666,2024-06-17T23:31:16Z
df2d52a6975570867673960db69a56516deb18a4,"feat(curriculum): add animations to block 8.2 of the English Curriculum (#55191)

Co-authored-by: DanielRosa74 <58576743+DanielRosa74@users.noreply.github.com>",miyaliu666,miyaliu666,2024-06-17T23:04:34Z
89666aaab5f0f5fa283dc2058050ef06ee34b623,"feat(curriculum): add animations to block 9.3 of the English Curriculum (#55201)

Co-authored-by: Nielda Karla <90112119+nieldakarla@users.noreply.github.com>",DanielRosa74,DanielRosa74,2024-06-17T22:45:43Z
ebe651e338f8a81e6cd907600308b667fe0e4d98,"feat(curriculum): add animations to block 7.1 of the English Curriculum (#55032)

Co-authored-by: DanielRosa74 <58576743+DanielRosa74@users.noreply.github.com>",miyaliu666,miyaliu666,2024-06-17T22:41:14Z
df6a9b3d8b8db0cc69709827986b28f4d53fa421,feat(curriculum): add animations to block 9.1 of the English Curriculum (#55196),DanielRosa74,DanielRosa74,2024-06-17T22:16:07Z
ba776a0e4d81cd74821477b40b0b94597dbc1400,feat(curriculum): add animations to block 9.2 of the English Curriculum (#55197),DanielRosa74,DanielRosa74,2024-06-17T21:05:58Z
9f9d0b34c2bd54429c96eed9cfd028fcb0b2e104,"feat(curriculum): add animations to block 8.3 of the English Curriculum (#55202)

Co-authored-by: DanielRosa74 <58576743+DanielRosa74@users.noreply.github.com>",miyaliu666,miyaliu666,2024-06-17T19:37:23Z
121db4a02e8a4c00f0de0544af84a8921f63707d,"fix(curriculum): add tests for globals in cash register (#54769)

Co-authored-by: Ilenia <26656284+ilenia-magoni@users.noreply.github.com>
Co-authored-by: Ilenia M <nethleen@gmail.com>",Anna,a2937,2024-06-17T18:45:58Z
592201440119a5e73c0217bc76f86d5d444826fa,"chore(i18n,learn): processed translations (#55207)",freeCodeCamp's Camper Bot,camperbot,2024-06-17T14:28:16Z
ee2f1c12a231d12bafc191069d4f7a5bd70d8250,"chore(i18n,client): processed translations (#55206)",freeCodeCamp's Camper Bot,camperbot,2024-06-17T13:54:41Z
8b52bf6aa26c976dbe5ecde50ae9f3b677f5fbe1,"fix(curriculum): Corrected tasks feedbacks and descriptions English Curriculum (#55151)

Co-authored-by: DanielRosa74 <58576743+DanielRosa74@users.noreply.github.com>
Co-authored-by: Huyen Nguyen <25715018+huyenltnguyen@users.noreply.github.com>",Nielda Karla,nieldakarla,2024-06-17T05:11:05Z
7e23b0d69ce0282afdaaa6489b8b0ed0e62e59c8,"fix: update stripe wallets to use payment intent (#54668)

Co-authored-by: Oliver Eyton-Williams <ojeytonwilliams@gmail.com>",Ahmad Abdolsaheb,ahmaxed,2024-06-15T06:15:10Z
c132ef80f4dd977af480fc747131ec5bd087462b,fix(curriculum): quality assurance test query id (#54646),Anna,a2937,2024-06-15T06:13:21Z
0916d1bb49f5fcd96437cb20d309636faa0be2c3,test: check reporting user sends an email (#55166),Oliver Eyton-Williams,ojeytonwilliams,2024-06-15T06:04:20Z
eb84dce6cae8c3e4c1bb7bf0d57124938f77e95a,chore: remove Cypress (#55056),Sem Bauke,Sembauke,2024-06-14T17:09:40Z
1a51bb072a5ba8cf1ec66f62f3f300e236bafb37,fix(node): set memory to 8 GiB for tests (#55193),Mrugesh Mohapatra,raisedadead,2024-06-14T14:32:09Z
328807afd122c193c2a98cda1247f750ade53bee,feat: convert thirdparty donation tests to Playwright (#55043),Sem Bauke,Sembauke,2024-06-14T12:20:45Z
3bd73f7aa47db79a05076567dd7b28f3d5759608,"fix(curriculum): description improvement case converter program (#54051)

Co-authored-by: Dario-DC <105294544+Dario-DC@users.noreply.github.com>",Hillary Nyakundi,larymak,2024-06-14T11:43:46Z
dda4bb9d6a6c49ed626ed3bfa8dd69dfff9bc541,chore: remove duplicated build steps (#55186),Naomi,naomi-lgbt,2024-06-14T08:41:31Z
bb463dfefcf128592519d129cce57cf4171098d8,fix(client): make example code label translatable (#55174),yoko,sidemt,2024-06-14T05:37:47Z
55fb95769359dddc7ca38a8e474560163fcde8aa,"fix(curriculum): Typo in step 1 of Building a Binary Search Tree (#55188)

Co-authored-by: adSpiritus <linuxmint@linuxmint203.linuxvmimages.local>",Vincent Yen,VPYen,2024-06-14T05:02:46Z
ad20596e53c33a88e72a55f7790c20340c4142a5,"chore(i18n,learn): processed translations (#55187)

Co-authored-by: Naomi <commits@nhcarrigan.com>",freeCodeCamp's Camper Bot,camperbot,2024-06-13T23:37:33Z
8f14c7e9f81710e3c7ede3732b1d689ee38e8520,test(e2e): migrate search-bar.ts to Playwright (#55157),Huyen Nguyen,huyenltnguyen,2024-06-13T17:23:06Z
14df93bcefb71e6464f5eb6e0ed5a620a28c4d51,fix(api): use generic error handler with Sentry (#55176),Oliver Eyton-Williams,ojeytonwilliams,2024-06-13T17:18:16Z
6cfea56f1268b5b105e1944a9bb78df604650688,"feat(curriculum/python): add vector space project to python curriculum (#54140)

Co-authored-by: Ilenia M <nethleen@gmail.com>
Co-authored-by: Zaira <33151350+zairahira@users.noreply.github.com>
Co-authored-by: Ilenia <26656284+ilenia-magoni@users.noreply.github.com>
Co-authored-by: Krzysztof G. <60067306+gikf@users.noreply.github.com>",Dario-DC,Dario-DC,2024-06-13T15:46:07Z
a9c6d1b19d9e03770f2b0c3631cdaf112b6aec7f,"fix(curriculum): update instructions and tests (#55173)

Co-authored-by: Sem Bauke <semboot699@gmail.com>
Co-authored-by: Huyen Nguyen <25715018+huyenltnguyen@users.noreply.github.com>",Lasse Jørgensen,lasjorg,2024-06-13T14:38:12Z
b54edc7e1c02755ad7cee034d4d2a2c60df46759,feat(api): send message to Sentry if duplicate accounts (#55171),Oliver Eyton-Williams,ojeytonwilliams,2024-06-13T14:15:11Z
c508259cf284b2048110eedf30ca30a83f544f96,feat: prevent dialogs appearing when users run tests (#55150),Oliver Eyton-Williams,ojeytonwilliams,2024-06-13T12:30:01Z
68902644c00d01b08dde24d8071984eb4143b6bc,chore(client): remove bootstrap.min.css (#55068),Huyen Nguyen,huyenltnguyen,2024-06-13T07:56:28Z
b8810f339ec710a1fd104ca76e6045907c2e2d75,"fix(curriculum):  Step 103 Pyramid Generator Text (#55162)

Co-authored-by: Sem Bauke <semboot699@gmail.com>
Co-authored-by: Kolade Chris <65571316+Ksound22@users.noreply.github.com>",Michael Dillinger,mpdillingerOSU,2024-06-13T06:40:20Z
589a134f56a2849250eede3165a940d833884c03,"fix(curriculum/ python): add new steps to explain Scopes (#55094)

Co-authored-by: Dario-DC <105294544+Dario-DC@users.noreply.github.com>",Tomi Tokko,tomitokko,2024-06-12T18:43:36Z
d9419b8e6cadc91d699f21868fbe0e2bd83700a1,fix(curriculum): small fixes in JS spam filter project (#55170),yoko,sidemt,2024-06-12T17:09:32Z
8bcf080ad27314bd81b7df3ea287ae1cdde7a8a1,feat(api): GET /api/users/exists (#54875),Oliver Eyton-Williams,ojeytonwilliams,2024-06-12T17:01:17Z
092933632b46af677b036bc6a68a21ee0a17f56e,"chore(i18n,client): processed translations (#55168)",freeCodeCamp's Camper Bot,camperbot,2024-06-12T15:42:42Z
9fd3c0c93c461c680e3a2d7cd6bbe70b14bcca4b,"chore(i18n,learn): processed translations (#55169)",freeCodeCamp's Camper Bot,camperbot,2024-06-12T15:42:05Z
0cfd8e99119888e2ef6a9cc7a8b9ebd3363c59cb,"feat(i18n): enable 2 superblocks in Ukrainian (#55165)

Co-authored-by: Ilenia <26656284+ilenia-magoni@users.noreply.github.com>",Anastasiia,anastasiiauk,2024-06-12T10:27:05Z
7443299d9c87a0bb1f959172666949f87f22c1e3,"feat(curriculum): add Projectile Trajectory project to SciComPy (#54839)

Co-authored-by: Dario-DC <105294544+Dario-DC@users.noreply.github.com>
Co-authored-by: Dario-DC <dicillodario@gmail.com>
Co-authored-by: Zaira <33151350+zairahira@users.noreply.github.com>",Ilenia,ilenia-magoni,2024-06-12T07:41:53Z
e40cd2b331d40bb104f16aeb1d29b163f14f4a9a,"fix(curriculum): improved reference phrasing for listed js methods (#55152)

Co-authored-by: Huyen Nguyen <25715018+huyenltnguyen@users.noreply.github.com>",Taylor Wolf,taylorwinterwolf,2024-06-12T06:54:15Z
f0386106d4b221e020043a793bb0ebb72ff345c7,"chore(i18n,learn): processed translations (#55161)",freeCodeCamp's Camper Bot,camperbot,2024-06-11T17:02:29Z
1a5c86d4dc8cbe62dee8a0bb3efdfa48780fad79,chore: don't lint playwright generated files (#55160),Oliver Eyton-Williams,ojeytonwilliams,2024-06-11T15:33:05Z
63a3b8ac05e509260f096f6c26a12b971ef7d627,fix(api): unsubscribe all subscribed emails (#54953),Shaun Hamilton,ShaunSHamilton,2024-06-11T14:14:00Z
5baca709b1513a75d1803995b6693b01c54c0190,fix(tools): remove not allowed property (#55156),Krzysztof G,gikf,2024-06-11T13:51:59Z
835b4dd0cfe3a29cb58720091406e7f4cd1f8c81,fix(curriculum): fix findIndex issue in JS Todo step 11 (#55120),Duong The Pham,altsun,2024-06-11T10:01:02Z
cd4aeeeba8b8f81addb59f9037fc19b72e759051,fix(curriculum): update instruction note phrasing (#55153),erik-lynch,erik-lynch,2024-06-11T09:38:48Z
be11225f112cbfa6a17f7c2081ae014e690c4dd9,"fix(curriculum): fix issue with test in JS Todo step 13 (#55121)

Co-authored-by: Krzysztof G. <60067306+gikf@users.noreply.github.com>
Co-authored-by: Kolade Chris <65571316+Ksound22@users.noreply.github.com>",Duong The Pham,altsun,2024-06-10T19:06:02Z
a8f7e15dc231cdfbd930c21a05e6066e0121ac86,"feat(api): api/users/get-public-profile (#54729)

Co-authored-by: Shaun Hamilton <shauhami020@gmail.com>",Oliver Eyton-Williams,ojeytonwilliams,2024-06-10T17:46:55Z
02234419a978ccbd24bd6bda47282ffdca797622,fix(curriculum): add review lessons for functions in pyramid project (#55127),Anne Deepa Prasanna,DeepaPrasanna,2024-06-10T16:46:45Z
d7ceea325e1db8ec0e2adddf9c7cf7d3fb831328,fix(curriculum): Add assertion tests for button click event and changeBackgroundColor function (#55149),Ilenia,ilenia-magoni,2024-06-10T16:22:24Z
e58f37e9dea4f8b1764b1130646afcf80f805c7e,test(e2e): refactor search.spec.ts (#55109),Huyen Nguyen,huyenltnguyen,2024-06-10T16:15:41Z
d215a48b4c699fea13a9b42871242a01d7de5618,feat(curriculum): add more semantic elements to JavaScript certificate projects (#54105),Re1nGer,Re1nGer,2024-06-10T12:55:35Z
573c47ed93405a85914c3d65881ee42b26104ff8,fix (curriculum): remove code block for translation purpose (#55134),Alan Luo,iLtc,2024-06-10T11:35:31Z
cd6ee6a631b85d6f1bac71657cac900f5b49baec,fix(curriculum): correct typo in Building a Cipher step 87 (#55147),Pranjali Sankpal,PRANJALI-SANKPAL,2024-06-10T10:55:12Z
